@relation FeatureExtraction

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric

@attribute class {1,2,3}

@data
 0.4009942142770495,0.6430966100507853,0.5825261943487033,?
 0.16816134083657341,0.27071520745111355,0.17776709042695105,?
 0.11543134792172838,0.17980800317876025,0.1102505050116163,?
 0.09150397291819116,0.1399501271865287,0.08419491492635107,?
 0.07753163975478844,0.11742235532801834,0.07004907891101383,?
 0.06811772033188242,0.10238283291774786,0.060872662790971574,?
 0.06130094339823512,0.09162989482299937,0.054411857971797165,?
 0.05606876823837969,0.0834316409243156,0.04953738540839931,?
 0.05190078891961224,0.0769437145315293,0.04569567120460431,?
 0.04848634423376085,0.07164197215125816,0.04258223001834007,?
 0.04563140399805095,0.06722976090368164,0.039995050275388196,?
 0.04319272975640383,0.06347115871327673,0.03779953246721469,?
 0.04108467935959941,0.06023187015638177,0.035910585956766376,?
 0.03924041903317335,0.05740907861143796,0.03426446590303374,?
 0.03761020341142644,0.054918700313632704,0.032813826369525505,?
 0.03615552581941558,0.05270393910956966,0.031522869075462666,?
 0.03484608255878995,0.0507120499260976,0.030364701917995812,?
 0.0336618426615846,0.04891482865537556,0.02931898251954143,?
 0.03258286016387457,0.047279597976521405,0.028368067285326683,?
 0.03159617997790604,0.04578723651184836,0.027499904523837253,?
 0.030687872875346123,0.04441530645876057,0.02670183959949475,?
 0.02984908697384753,0.043150692997399154,0.025966029319745,?
 0.029071314688304876,0.04197957352526425,0.02528476842194916,?
 0.02834761269901714,0.04089061616271833,0.024651280527855934,?
 0.02767242740422692,0.03987614413064406,0.024060902820809076,?
 0.027040760443181117,0.03892840726364705,0.023509120252345188,?
 0.02644813080903926,0.038040161282350084,0.02299183923505839,?
 0.02588988821983528,0.03720394531248429,0.022505072323952404,?
 0.025363856560404744,0.03641687479098789,0.022046556166634722,?
 0.02486669381509233,0.03567374201025375,0.0216135116336257,?
 0.024396035699507605,0.03497074016512023,0.021203712945668574,?
 0.02394955125025479,0.03430459698822799,0.020815184223841935,?
 0.023525244835037443,0.033671813346049496,0.020446198487373054,?
 0.023121744452027408,0.03307079644027252,0.020095454503262306,?
 0.022736874304966643,0.03249780376357112,0.019761124519386632,?
 0.022369825788987552,0.03195200090078894,0.01944233139451686,?
 0.022018804935852905,0.0314301631810304,0.019137523835780806,?
 0.02168300201950839,0.03093150075743567,0.018846073131528588,?
 0.021361236565993993,0.03045405645576356,0.018566873336041043,?
 0.021052644733962254,0.02999631369953765,0.01829921841730118,?
 0.020756368982536355,0.02955720824781755,0.01804226738407191,?
 0.020471544412318382,0.02913540360006477,0.017795362931770056,?
 0.020197583213609212,0.028729891871674237,0.017557922090580602,?
 0.01993376779211647,0.028339659873796764,0.017329276102955846,?
 0.019679390318287332,0.02796351190971037,0.01710895104841833,?
 0.019434132970385386,0.02760116171995622,0.016896492839208344,?
 0.019197296567588333,0.02725134872268047,0.01669139008837818,?
 0.018968550085737446,0.026913717971345338,0.01649331022573861,?
 0.0187472938872195,0.026587282971724836,0.01630175331210541,?
 0.01853330853123267,0.026271785161862418,0.01611652166104483,?
